time,track_id,label,similarity,x1,y1,x2,y2,area_ratio
Wed Dec  3 11:36:25 2025,24,HUMAN,0.000,490,164,639,479,0.15278
Wed Dec  3 11:36:25 2025,22,HUMAN,0.000,0,381,63,479,0.02010
Wed Dec  3 11:36:26 2025,24,HUMAN,0.000,480,164,639,479,0.16304
Wed Dec  3 11:36:26 2025,22,HUMAN,0.000,0,382,65,479,0.02052
Wed Dec  3 11:36:27 2025,24,HUMAN,0.000,490,165,639,479,0.15230
Wed Dec  3 11:36:28 2025,24,HUMAN,0.000,493,166,639,479,0.14876
Wed Dec  3 11:36:28 2025,22,HUMAN,0.000,0,386,41,479,0.01241
Wed Dec  3 11:36:30 2025,24,HUMAN,0.000,495,168,639,479,0.14578
Wed Dec  3 11:36:30 2025,22,HUMAN,0.000,0,377,32,479,0.01062
Wed Dec  3 11:36:31 2025,24,HUMAN,0.000,498,166,639,479,0.14366
Wed Dec  3 11:36:31 2025,22,HUMAN,0.000,0,362,40,479,0.01523
Wed Dec  3 11:36:32 2025,24,HUMAN,0.000,499,167,639,479,0.14219
Wed Dec  3 11:36:32 2025,22,HUMAN,0.000,0,363,67,479,0.02530
Wed Dec  3 11:36:33 2025,24,HUMAN,0.000,515,165,639,479,0.12674
Wed Dec  3 11:36:33 2025,22,HUMAN,0.000,0,372,58,479,0.02020
Wed Dec  3 11:36:34 2025,24,HUMAN,0.000,489,173,639,479,0.14941
Wed Dec  3 11:36:34 2025,22,HUMAN,0.000,0,372,66,479,0.02299
Wed Dec  3 11:36:36 2025,24,HUMAN,0.000,483,173,639,479,0.15539
Wed Dec  3 11:36:36 2025,22,HUMAN,0.000,0,372,45,479,0.01567
Wed Dec  3 11:36:37 2025,24,HUMAN,0.000,494,165,639,479,0.14821
Wed Dec  3 11:36:38 2025,24,HUMAN,0.000,486,182,639,479,0.14792
Wed Dec  3 11:36:40 2025,24,HUMAN,0.390,431,50,639,479,0.29047
Wed Dec  3 11:36:40 2025,25,HUMAN,0.000,377,446,436,479,0.00634
Wed Dec  3 11:36:41 2025,26,HUMAN,0.000,127,341,277,479,0.06738
Wed Dec  3 11:36:42 2025,26,HUMAN,0.000,46,342,277,479,0.10302
Wed Dec  3 13:15:47 2025,27,HUMAN,0.593,352,158,1573,1067,0.53525
Wed Dec  3 13:15:49 2025,28,HUMAN,0.552,228,214,1356,1069,0.46510
Wed Dec  3 13:15:50 2025,28,FRIEND,0.503,347,202,1368,1068,0.42640
Wed Dec  3 13:15:52 2025,28,FRIEND,0.507,342,198,1379,1069,0.43558
Wed Dec  3 13:15:52 2025,28,FRIEND,0.524,430,208,1396,1070,0.40157
Wed Dec  3 13:15:53 2025,29,HUMAN,0.508,236,165,1376,1068,0.49644
Wed Dec  3 13:15:55 2025,29,FRIEND,0.559,36,45,1478,1069,0.71210
Wed Dec  3 13:15:56 2025,29,FRIEND,0.542,100,46,1501,1068,0.69050
Wed Dec  3 13:15:57 2025,29,FRIEND,0.540,95,48,1506,1069,0.69475
Wed Dec  3 13:15:58 2025,29,FRIEND,0.557,92,57,1509,1071,0.69292
Wed Dec  3 13:15:59 2025,29,FRIEND,0.577,83,48,1503,1068,0.69850
Wed Dec  3 13:16:00 2025,29,FRIEND,0.577,83,36,1515,1068,0.71269
Wed Dec  3 13:16:01 2025,29,FRIEND,0.600,80,42,1518,1071,0.71359
Wed Dec  3 13:16:02 2025,29,FRIEND,0.614,85,41,1536,1071,0.72074
Wed Dec  3 13:16:03 2025,29,FRIEND,0.603,81,45,1539,1072,0.72211
Wed Dec  3 13:16:04 2025,29,FRIEND,0.594,79,40,1536,1071,0.72442
Wed Dec  3 13:16:05 2025,29,FRIEND,0.592,88,39,1540,1071,0.72264
